? INDEX PRICES — ราคา Index รายวัน (กรอกหรือ Paste จาก Bloomberg)					
วันที่	S&P 500	NASDAQ 100	Hang Seng	Nikkei 225	Euro Stoxx 50
16/02/2024	"3,950.79"	"17,040.06"	"18,342.35"	"46,372.36"	"3,839.83"
19/02/2024	"3,912.67"	"16,357.71"	"18,452.46"	"46,630.83"	"3,862.45"
20/02/2024	"3,995.20"	"16,573.82"	"18,481.55"	"46,786.53"	"3,882.48"
21/02/2024	"4,002.72"	"16,425.22"	"18,454.72"	"47,262.47"	"3,868.29"
22/02/2024	"4,047.68"	"16,124.67"	"18,485.06"	"47,500.92"	"3,899.48"
23/02/2024	"4,076.01"	"16,503.96"	"18,504.57"	"47,695.18"	"3,869.11"
26/02/2024	"4,113.81"	"16,562.54"	"18,114.41"	"47,555.04"	"3,834.27"
27/02/2024	"4,093.62"	"16,611.88"	"17,986.98"	"46,456.30"	"3,789.69"
28/02/2024	"4,154.95"	"16,968.02"	"18,012.52"	"45,322.68"	"3,772.04"
29/02/2024	"4,113.91"	"17,494.75"	"18,211.85"	"44,839.07"	"3,750.27"
01/03/2024	"4,117.84"	"17,662.03"	"17,846.45"	"44,966.63"	"3,843.65"
04/03/2024	"4,172.46"	"17,750.24"	"17,474.52"	"44,759.36"	"3,849.78"
05/03/2024	"4,144.95"	"17,066.69"	"17,558.97"	"44,986.49"	"3,829.81"
06/03/2024	"4,100.26"	"17,082.48"	"17,634.17"	"45,946.84"	"3,857.72"
07/03/2024	"4,069.83"	"17,083.85"	"17,619.44"	"46,300.24"	"3,885.23"
08/03/2024	"4,092.39"	"16,972.15"	"17,725.66"	"46,708.52"	"3,932.32"
11/03/2024	"4,101.12"	"16,714.58"	"17,588.86"	"47,260.42"	"3,915.46"
12/03/2024	"4,061.91"	"16,677.07"	"17,401.81"	"46,484.21"	"3,908.70"
13/03/2024	"4,055.16"	"16,581.68"	"17,221.44"	"45,990.65"	"3,943.83"
14/03/2024	"4,103.66"	"16,359.29"	"17,452.68"	"46,491.32"	"3,984.61"
15/03/2024	"4,108.57"	"16,220.33"	"17,390.30"	"47,419.61"	"3,985.40"
18/03/2024	"4,102.27"	"16,628.55"	"17,632.51"	"47,173.53"	"3,968.11"
19/03/2024	"4,119.41"	"16,697.39"	"17,541.05"	"47,692.12"	"3,933.37"
20/03/2024	"4,137.40"	"16,724.61"	"17,412.79"	"47,769.13"	"3,904.76"
21/03/2024	"4,214.56"	"16,657.56"	"17,153.87"	"49,340.77"	"3,896.96"
22/03/2024	"4,260.66"	"16,399.72"	"17,271.31"	"50,835.44"	"3,948.68"
25/03/2024	"4,191.48"	"16,501.49"	"16,895.35"	"50,544.03"	"3,953.08"
26/03/2024	"4,266.27"	"16,309.36"	"17,180.25"	"49,947.33"	"3,896.50"
27/03/2024	"4,254.52"	"16,316.44"	"17,566.48"	"49,792.68"	"3,982.98"
28/03/2024	"4,334.04"	"16,104.72"	"17,585.29"	"49,230.66"	"3,980.94"
29/03/2024	"4,276.24"	"15,776.85"	"18,018.87"	"48,705.83"	"3,964.06"
01/04/2024	"4,280.20"	"15,555.13"	"18,335.90"	"49,124.59"	"4,034.90"
02/04/2024	"4,325.33"	"15,612.63"	"18,065.92"	"50,075.38"	"4,045.91"
03/04/2024	"4,356.99"	"15,459.38"	"17,859.55"	"50,176.40"	"3,947.01"
04/04/2024	"4,460.31"	"15,612.67"	"17,675.13"	"50,415.28"	"3,877.60"
05/04/2024	"4,473.18"	"15,496.89"	"17,573.95"	"49,556.93"	"3,813.26"
08/04/2024	"4,491.53"	"15,437.12"	"17,576.27"	"49,437.57"	"3,760.82"
09/04/2024	"4,441.90"	"15,378.24"	"17,639.41"	"49,041.11"	"3,783.00"
10/04/2024	"4,377.69"	"15,124.32"	"17,675.30"	"47,801.27"	"3,810.93"
11/04/2024	"4,436.46"	"15,366.11"	"17,586.35"	"47,184.79"	"3,790.40"
12/04/2024	"4,527.80"	"15,229.09"	"17,358.40"	"47,268.79"	"3,813.40"
15/04/2024	"4,564.65"	"15,049.18"	"17,271.06"	"47,049.25"	"3,747.65"
16/04/2024	"4,558.38"	"15,035.25"	"17,254.18"	"46,473.90"	"3,714.47"
17/04/2024	"4,513.42"	"15,493.03"	"16,957.69"	"45,477.71"	"3,655.99"
18/04/2024	"4,488.99"	"15,740.10"	"16,999.35"	"45,211.35"	"3,689.98"
19/04/2024	"4,476.70"	"15,609.01"	"17,353.53"	"44,790.25"	"3,652.35"
22/04/2024	"4,504.19"	"15,387.23"	"17,730.56"	"44,529.05"	"3,642.84"
23/04/2024	"4,520.57"	"15,520.90"	"17,807.60"	"44,073.82"	"3,669.42"
24/04/2024	"4,492.20"	"15,407.80"	"17,554.79"	"44,331.03"	"3,640.02"
25/04/2024	"4,455.34"	"15,339.04"	"17,119.15"	"44,628.47"	"3,617.19"
26/04/2024	"4,412.80"	"15,081.53"	"17,209.42"	"44,084.73"	"3,583.49"
29/04/2024	"4,431.92"	"15,226.03"	"17,317.12"	"45,020.76"	"3,513.01"
30/04/2024	"4,363.09"	"14,882.75"	"17,381.36"	"44,363.13"	"3,497.19"
01/05/2024	"4,498.51"	"14,569.82"	"16,967.57"	"45,612.84"	"3,483.46"
02/05/2024	"4,492.10"	"14,397.72"	"17,093.94"	"46,206.91"	"3,491.44"
03/05/2024	"4,556.34"	"14,565.60"	"17,155.89"	"46,628.64"	"3,515.40"
06/05/2024	"4,604.87"	"14,581.06"	"17,143.82"	"47,126.14"	"3,485.18"
07/05/2024	"4,577.59"	"14,603.05"	"17,279.45"	"47,883.04"	"3,469.06"
08/05/2024	"4,571.62"	"14,354.20"	"17,147.43"	"47,794.16"	"3,450.78"
09/05/2024	"4,543.41"	"14,118.03"	"17,263.50"	"47,067.14"	"3,502.69"
10/05/2024	"4,628.82"	"14,338.42"	"17,461.99"	"46,871.94"	"3,510.02"
13/05/2024	"4,611.92"	"14,181.86"	"17,499.49"	"47,463.62"	"3,463.99"
14/05/2024	"4,663.99"	"14,433.57"	"17,482.79"	"47,628.75"	"3,491.08"
15/05/2024	"4,688.90"	"14,127.16"	"17,769.47"	"47,290.93"	"3,493.55"
16/05/2024	"4,600.73"	"14,066.13"	"17,713.54"	"47,988.98"	"3,495.01"
17/05/2024	"4,661.52"	"13,786.32"	"17,801.48"	"48,350.55"	"3,414.43"
20/05/2024	"4,689.97"	"13,796.81"	"17,852.51"	"49,331.13"	"3,410.20"
21/05/2024	"4,612.58"	"13,928.49"	"17,652.79"	"49,839.04"	"3,444.32"
22/05/2024	"4,683.93"	"13,773.19"	"17,766.02"	"49,648.84"	"3,334.43"
23/05/2024	"4,661.85"	"14,067.98"	"17,736.36"	"49,351.63"	"3,328.68"
24/05/2024	"4,633.37"	"14,177.85"	"17,820.16"	"49,718.30"	"3,383.33"
27/05/2024	"4,694.92"	"14,167.82"	"17,590.02"	"50,959.04"	"3,400.15"
28/05/2024	"4,633.62"	"14,023.30"	"17,563.43"	"51,472.04"	"3,346.06"
29/05/2024	"4,612.53"	"14,042.57"	"17,122.92"	"52,118.32"	"3,325.84"
30/05/2024	"4,590.90"	"13,642.95"	"17,383.25"	"52,714.61"	"3,317.75"
31/05/2024	"4,629.39"	"13,635.99"	"17,698.28"	"53,175.53"	"3,269.89"
03/06/2024	"4,569.46"	"13,592.81"	"17,515.44"	"52,879.17"	"3,267.07"
04/06/2024	"4,609.07"	"13,407.58"	"17,554.82"	"53,067.35"	"3,193.35"
05/06/2024	"4,682.64"	"13,444.78"	"17,436.85"	"53,024.22"	"3,173.01"
06/06/2024	"4,765.00"	"13,300.61"	"17,545.55"	"54,129.79"	"3,141.99"
07/06/2024	"4,714.40"	"13,110.61"	"17,562.91"	"54,933.60"	"3,143.22"
10/06/2024	"4,771.52"	"13,276.79"	"17,672.83"	"54,756.88"	"3,110.55"
11/06/2024	"4,752.50"	"13,121.21"	"17,689.48"	"54,954.69"	"3,121.30"
12/06/2024	"4,813.80"	"12,915.79"	"17,606.61"	"55,227.46"	"3,139.11"
13/06/2024	"4,790.80"	"13,305.45"	"17,660.48"	"54,178.97"	"3,150.00"
14/06/2024	"4,870.25"	"13,128.60"	"17,557.86"	"53,938.13"	"3,193.40"
17/06/2024	"4,909.62"	"13,100.22"	"17,306.04"	"53,180.04"	"3,177.57"
18/06/2024	"4,918.23"	"13,088.06"	"17,130.13"	"53,030.60"	"3,236.11"
19/06/2024	"4,917.98"	"13,430.86"	"17,403.34"	"53,038.29"	"3,174.91"
20/06/2024	"4,953.88"	"13,333.78"	"17,544.97"	"53,381.10"	"3,144.97"
21/06/2024	"5,047.55"	"13,406.53"	"17,425.05"	"53,829.47"	"3,133.59"
					
?? Paste ข้อมูลใหม่ต่อจากแถวสุดท้าย | วันที่ format DD/MM/YYYY | ไม่ต้องเรียงลำดับ Power BI จัดการเอง					
?? ถ้า index ไหนไม่มีข้อมูลวันนั้น ปล่อยว่างได้ (เช่น วันหยุดที่ต่างกันในแต่ละประเทศ)					
